nume,predictii_pret
Mercedes-Benz C 220 (BlueTEC) d T 7G-TRONIC Avantgarde,13422.751312650042
Kia Sportage 2.0 CRDI 184 AWD Aut. Platinum Edition,12342.083246832275
Audi A4,8442.861842134354
Volkswagen Passat Variant 2.0 TDI Comfortline,12156.722917323348
Mercedes-Benz GLE 450 MHEV 4MATIC,64450.190516168455
BMW Seria 5 ver-520d-xdrive-touring-aut-,17273.088579786076
Renault Megane,9310.51587122992
Hyundai ix35 2.0 CRDi 4WD Premium,10531.992165126503
Mercedes-Benz S 400 d 4MATIC Long Aut,55312.86830643865
Volkswagen Passat,19885.226551524072
BMW Seria 5 520d xDrive AT,20431.807863246555
BMW X2 xDrive25d AT M Sport,31279.435082045864
Mercedes-Benz A 200 7G-DCT AMG Line Advanced Plus,40705.584046623946
Volkswagen Tiguan 2.0 TDI DPF 4Motion BlueMotion Technology DSG Track & Style,13795.071764431636
Volkswagen Golf 2.0 TDI (BlueMotion Technology) Comfortline,9445.211038692667
Ford Transit 350 L3H2 VA,33534.78923553367
Alfa Romeo Stelvio,35803.04020141464
Audi Q5 2.0 TDI quattro (clean diesel) S tronic,28390.490848915764
Mercedes-Benz V 250 BlueTEC Aut. Long Avantgarde,45989.780064714185
Opel Astra,5711.576595858551
Jaguar XE 2.0 Prestige,15132.213703489797
Mercedes-Benz S 320 CDI Long Aut,7609.060854557201
Audi A4 Allroad,31230.981816378313
Nissan Juke,20219.474328704782
Peugeot 508 SW BlueHDi 130 EAT8 Active Pack,13810.268141772189
BMW X7 xDrive40d MHEV,101580.51897122999
BMW Seria 2 225xe iPerformance Active Tourer,17156.825851297323
Ford Focus 1.5 EcoBlue Trend Edition,8656.139650415646
Volkswagen Passat 2.0 TDI Comfortline,11781.530692136483
BMW X1 sDrive18d Aut. xLine,17378.69687066924
Land Rover Discovery 3.0D 300 MHEV Metropolitan Edition,98877.72867942897
Infiniti Q30 1.5d Business Executive,8803.54112818558
Volvo XC 90 D5 AWD Geartonic Summum,16079.022387105048
Mini Cooper S Sport-Aut.,16544.55028730316
Mercedes-Benz E 200 CDI Classic,4301.56253854236
Renault Trafic Combi 2.0 Blue dCi 150 EDC S&S L2 7+1 SpaceClass,38024.8861067227
Skoda RAPID 1.0 TSI Style,9762.018389447952
BMW Seria 3 320d EfficientDynamics Edition,6908.590530809757
BMW Seria 1 116d,6711.1610109961575
Audi A5 3.0 TDI Sportback quattro DPF S tronic,8749.781105791144
Renault Clio,8891.500416337269
Ford Fiesta 1.5 TDCi Trend,9315.735246430118
Mercedes-Benz GLE Coupe,82144.63154854788
Mercedes-Benz GLB 200 4Matic 8G-DCT AMG Line,46911.077860253296
Fiat Grande Punto 1.4 Dynamic,5008.940150983485
Mercedes-Benz EQA 350 4MATIC,86448.11046521188
Land Rover Range Rover Evoque,14142.464689837207
Volkswagen Passat,23235.05228077739
Mercedes-Benz E 200 d Aut.,24531.287376444776
Renault Clio Estate Energy TCe Zen,6669.387249135968
Dacia Duster,9893.767862334778
Ford Kuga 1.5 EcoBoost GRAPHITE TECH EDITION,20885.42952092371
Volkswagen up!,8801.34504164872
Dacia Logan,12678.98948277123
Mazda CX-60,77462.36136558554
Opel Corsa 1.4 ECOTEC Enjoy,8420.41522215348
Volkswagen Passat Variant 1.6 TDI Advance,8254.162692159569
BMW X1 sDrive18d Aut. xLine,17973.00734291725
Peugeot 308 BlueHDi FAP 120 EAT6 Stop&Start Allure,9922.03588727131
Volkswagen Golf 1.2 TSI Style,5527.946207009108
Audi A6 3.0 TDI quattro S tronic,17935.35245084232
Volkswagen Passat Variant 2.0 TDI DSG Comfortline,12070.314234785803
Audi A6 2.0 TDI ultra S tronic,16490.06762990121
Renault Megane Blue dCi Business,11248.907921479688
Jeep Compass,29922.562103797467
Dacia Sandero Stepway 0.9 TCe Prestige,5120.094114514154
Volvo V60,15464.393599549876
Dacia Logan MCV TCe 90 Celebration,6758.510260075645
Mercedes-Benz E 200 BlueTEC 7G-TRONIC Elegance,12547.575934026016
Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,26212.360448628577
Jeep Compass,29059.43845264084
Suzuki SX4 S-Cross 1.4 Boosterjet Mild Hybrid Spirit,20842.22284320498
Volkswagen Golf 1.6 TDI DPF BlueMotion Technology Style,5612.625752628441
Mazda 3,9835.487523381847
Mercedes-Benz ML 350 BlueTEC 4MATIC 7G-TRONIC,18622.035765057215
Mercedes-Benz S AMG 63 4MATIC Coupe Aut,121109.32586230632
Mercedes-Benz C 200 7G-TRONIC AMG Line,19066.366611951238
Land Rover Range Rover,107813.85739469953
Land Rover Range Rover Evoque,16144.216951242002
BMW X3 xDrive20d Aut. Luxury Line,27492.860739320313
Suzuki Grand Vitara 1.9 DDIS JLX Navi,7165.154565731124
Mini Cooper,4820.3006271937
BMW Seria 1 116i Sport Line,9774.06158737866
BMW M5 Standard,63922.96195474771
Land Rover Range Rover Velar,87234.7828514786
Mazda 6 G194 AT Revolution Top,24649.79098953189
Volvo XC 60 D5 AWD Geartronic Summum,16693.880852335587
Renault Clio Estate TCe Zen,9038.630491982407
Audi A3 1.4 TFSI Sportback Attraction,16708.395015194863
Peugeot 307,2869.49412627409
Audi A4 1.9 TDI Avant,4060.5958771714963
Skoda Octavia 2.0 TDI DSG 4X4 Style,17477.10286943532
Mercedes-Benz S 350 d 4MATIC Aut,83214.04060458919
Porsche Cayenne 3.0TD TipTronic,18797.8682491359
Ford Mondeo 2.0 Hybrid,18042.615749505923
Opel Insignia,15041.663153391959
Mercedes-Benz V 300 d extralang 4Matic 9G-TRONIC Avantgarde,51786.41275379313
Audi A4 2.0 TDI S tronic,19951.024158070144
BMW X3 sDrive18d AT MHEV,13393.990791486467
Mercedes-Benz B 180 CDI,4557.344401160796
Volkswagen Jetta,11570.733895243573
Volkswagen Golf 1.4 TSI (BlueMotion Technology) DSG Comfortline,12207.861969811524
Opel Astra GTC 1.7 CDTI Cosmo,3181.5341433824556
BMW Seria 8 840i xDrive,66075.07474949556
Volkswagen T-ROC 2.0 TDI 4Mot DSG Design,25110.33989611746
Nissan Qashqai+2 +2 1.6 dCi 2WD Stop&Start Visia,9529.368731599334
Mazda 2 e-SKYACTIV G 90 M HYBRID Center-Line,15907.407912793426
BMW X7 xDrive40d MHEV,83395.00403102444
Ford Ka+ 1.2 TI-VCT ESSENTIAL,9372.655442227242
BMW X5 xDrive30d,28181.046267311343
Toyota Land Cruiser,17310.361160745237
Skoda Octavia 1.6 TDI Ambiente,5302.072796053165
Kia Sportage 1.7 CRDI 2WD ISG Vision,11741.099569936954
Nissan X-Trail 1.6L dCI Start/Stop XTRONIC Acenta Aut.,14022.577009736004
Chevrolet Captiva 2.0 4WD 7 Sitzer Automatik LT Exclusive,6016.0689577435805
Hyundai KONA Electric 204CP Luxury,39700.410318354676
Mercedes-Benz E 220 CDI BlueEfficiency Aut.,16559.071105054543
Opel Corsa 1.3 CDTI DPF Color Edition,2729.689184171368
Audi A8 4.2 TDI DPF (clean diesel) quattro tiptronic Lang,20306.703868695542
Mitsubishi Outlander 2.2 DI-D 4WD Instyle,9913.624456776244
Ford Kuga,26912.77931112672
Hyundai IONIQ Plug-In Hybrid 1.6 141CP Exclusive,19669.480446003345
Volkswagen Touareg,11156.554017948549
Nissan Qashqai 1.3 157CP 2WD DCT N-Connecta,20476.931966243676
Mazda CX-5 G160 4x4 Attraction,19719.852198548087
Audi S7 4.0 TFSI Quattro S-Tronic,34631.17428631046
BMW Seria 4 420d Gran Coupe Aut. Sport Line,19592.972621768153
Volvo XC 60 T6 AWD Recharge Geartronic Inscription,51937.16728904764
Audi Q5 40 TDI quattro S tronic sport,40076.884901723206
Toyota C-HR,19196.567120390308
BMW X3 xDrive20d Aut. Advantage,29219.004517477217
Mercedes-Benz S,110157.22108499463
Mercedes-Benz GLC 220 d 4MATIC,40474.43623164659
Renault Arkana,24517.979569983232
Seat Ateca 2.0 TSI Start&Stop 4DRIVE DSG7 Xcellence,27127.523822371633
Mercedes-Benz S 400 d 4MATIC Long Aut,71089.60208890609
Volkswagen T-ROC 2.0 TSI 4Mot DSG,47749.43336691766
Mercedes-Benz E,69952.60428029152
Ford Focus 2.0 TDCi Powershift Titanium,11095.895231912646
BMW Seria 5,11096.806774360683
Nissan Qashqai+2,8426.932359105302
Cupra Leon,14089.427410063458
Volkswagen Touareg 3.0 V6 TDI SCR Blue Motion DPF Automatik,22176.281649277855
Ford Bronco 2.7L V6 Ecoboost Badlands,73361.60689863467
BMW Seria 1 118d,3941.324602866164
Mercedes-Benz EQB 300 4MATIC,63173.152866520024
Renault Scenic ENERGY dCi 110 S&S Bose Edition,6105.180208105498
Mercedes-Benz GLE AMG 53 MHEV 4MATIC+,117542.794956814
Skoda RAPID 1.4 TDI Style DSG,11025.59956344386
Toyota RAV4 2.5 4x4 Hybrid Comfort,24532.397950510316
Skoda Kamiq 1.0 TSI DSG Style,20700.21663601959
BMW X4,23211.319874383953
Citroën C4,3292.6740044963412
Dacia Duster Blue dCi 115 4X4 Expression,20465.321245536634
Seat Exeo ST 2.0 TDI 120 CP Style,8071.82294976476
Mazda 6 G165 Revolution,22668.08735224873
Mercedes-Benz CLA 220 d 4Matic 7G-DCT AMG Line,18665.177102693924
Cupra Formentor 1.4 e-HYBRID PHEV VZ,43147.15328130976
Skoda Octavia Combi Diesel 2.0 TDI 4X4 DSG Scout,16433.52255681602
Audi e-tron quattro S,70984.45778907972
Mercedes-Benz CLS AMG 53 MHEV 4MATIC+ Aut,80655.69907711436
BMW Seria 7 730Ld xDrive,39726.227113713074
Skoda Octavia 1.2 TSI Active,7871.49089613122
Dacia Logan MCV 0.9 Laureate,5289.505048674936
Volkswagen Golf 2.0 TDI (BlueMotion Technology) Highline,10678.74248287945
Skoda Octavia 2.0 TDI DSG Style,18097.339847702766
Audi RS6 Avant performance,71902.0458321559
Jeep Wrangler 2.0 4xe AT8 PHEV Rubicon,51609.29158565987
Volvo XC 90,35616.60241900866
Suzuki SX4 S-Cross 1.4 Boosterjet Mild Hybrid AllGrip Passion,22700.949654777385
Volkswagen Golf 1.4 TSI Comfortline,6084.216329380724
Ford Mondeo 2.0 TDCi Aut. Titanium X,6743.0461428881135
Ford Focus,15275.741208333055
Ford Tourneo Custom 300 L1H1 VA Limited,14914.914167517645
Audi A6 3.0 TDI quattro Stronic,15924.182468922576
Dacia Logan 1.5 Blue dCi Laureate,9537.37561129098
Mercedes-Benz CLS 350 d 4MATIC Aut,50377.167310563236
Mercedes-Benz GLE 450 d 4MATIC,138871.01951618626
Volkswagen Passat Variant 2.0 TDI SCR DSG Business,18823.599889611505
BMW Seria 2 218d Active Tourer Sport Line,9959.993659969601
Volkswagen Touareg V6 TDI BMT Supreme Plus,27224.249762240066
Ford Kuga 2.0 EcoBlue 4x4 Aut. ST-LINE X,23982.058807463276
Volkswagen Touareg 3.0 V6 TDI BMT,29991.37544554313
Dacia Duster 1.5 dCi 4x2 Ambiance,8553.304213007059
BMW Seria 3 318d,5793.265335139137
BMW Seria 5 520d Touring Aut. Luxury Line,10273.294288301855
Mercedes-Benz GLA 220 d 4MATIC Aut.,59465.96868041588
Mercedes-Benz GLE 400 d 4MATIC,60961.22495995457
Toyota Prius,3181.808359134444
Mercedes-Benz GLC 220 d 4MATIC,28607.19391952823
Mercedes-Benz GLC 220 d 4MATIC,34432.504856488216
Ford Focus 1.6 TDCI DPF Ambiente,7361.223241075175
Ford Focus 1.6 TDCi DPF Trend,4636.558192370309
Skoda Octavia 2.0 TDI Premium Edition,11208.804752795406
Volkswagen Golf 1.6 TDI DSG Comfortline,14349.774302387896
Ford Focus,9745.456489360731
Renault Megane,11766.981350349013
BMW X6 M M50d,41618.55166104963
BMW Seria 8,68061.63155864645
Suzuki SX4 S-Cross 1.6 DDiS Allgrip TCSS Comfort+,14168.06519255535
Mercedes-Benz GLC 250 4Matic 9G-TRONIC,29899.616447269786
Volvo XC 90 D5 AWD Momentum,37816.2114718125
Mercedes-Benz GLE,55093.210941867925
Ford Puma 1.0 EcoBoost mHEV ST Line X,25091.4343937268
Opel Mokka X 1.4 Turbo ECOTEC 4X4 START/STOP Innovation,13843.12259950588
BMW Seria 2 218i Gran Coupe Aut. M Sport,19614.76666785877
Volkswagen Touran 2.0 TDI SCR (BlueMotion Technology) DSG Highline,19037.323319064697
Volkswagen Passat Variant 1.6 TDI BlueMotion,5009.654447917008
Mercedes-Benz S AMG 65 Coupe AMG Speedshift 7G-TRONIC,162861.5101247658
Audi A4 Allroad 2.0 TFSI Quattro S-Tronic,13444.182850562154
Ford Mondeo 2.2 Duratorq TDCi Aut. Titanium,7619.089171628643
Mercedes-Benz GLS,33227.09472516172
Volvo XC 60,32445.72119429647
Volkswagen Golf 1.6 TDI Comfortline,15598.437206348515
Mercedes-Benz E 200 d 9G-TRONIC Avantgarde,37829.06995331827
Renault ZOE EV 50 R135 Zen,22995.71915971245
Mitsubishi ASX 1.6 Litre 2WD MIVEC Inform,15361.589857324063
BMW X1 xDrive18d Sport Line,12638.057424914607
Kia Optima 1.7 CRDI EcoDynamics Spirit,10301.6162673671
Skoda Octavia 2.0 TSI DSG L&K,24980.672032192266
Volkswagen Touran 1.9 TDI,3236.1964093671572
Ford Fiesta 1.5 TDCi Trend,10887.111916396192
BMW X4 xDrive30d Aut. M Sport,30324.878078690625
Volkswagen Polo 1.2 Blue Motion Technology Team,5268.502139199848
Volvo XC 60,29390.361553492585
Opel Astra 1.4 Turbo Business,8961.62539661064
Toyota C-HR Hybrid Lounge,21056.790431042322
BMW X1,27789.324328346775
Mercedes-Benz EQA 300 4MATIC,58411.71958079552
Ford Focus 1.6 TDCi DPF Titanium,4844.344269240201
Mazda CX-3 CD115 4x2 Attraction,13374.345977500545
Volkswagen Golf,7021.8296992558535
Mercedes-Benz A 160,17408.71635479177
Peugeot 308 PureTech 110 Stop & Start Allure,9143.98575349794
Mercedes-Benz CLS AMG 53 4Matic AMG Speedshift TCT 9G,71843.26325302267
Audi A5,33642.00476292646
Peugeot 3008 1.5 BlueHDI 130 S&S EAT8 Allure,17007.209678835286
Audi A4 Allroad 2.0 TDI clean Quattro Stronic,25630.058972116694
"Dacia Duster 1.5 Blue dCi 4WD Prestige jante 16""",15541.468664413185
Fiat Doblo Combi 1.3 Mjet Maxi Confort,12136.184235540348
Seat Ibiza,3504.4154259564652
Nissan Qashqai 1.7 dCi ALL-MODE 4x4i TEKNA,19360.13769131016
Kia Sorento 2.2 CRDi AWD Aut. Platinum Edition,20916.117747489203
BMW X3 xDrive25d AT xLine,34970.00654967983
Skoda Octavia 2.0 TDI DSG Ambition,20465.777932190318
Volkswagen up!,6100.167776088033
Cupra Formentor 2.0 TSI 4DRIVE VZ,40698.82276927009
Mercedes-Benz E 43 AMG 4MATIC Aut.,31537.12671486112
Skoda Kodiaq 1.5 TSI DSG Style,24543.117110645086
Volkswagen Tiguan,28105.431982068254
Hyundai Tucson 2.0 CRDI 4WD 6AT Premium+,20845.072809852845
Volvo XC 60,38623.77519429043
Lexus UX,37854.88528956127
Mercedes-Benz G 63 AMG SW Long,65715.74181034204
Volkswagen Passat Variant 2.0 Blue TDI DPF Comfortline,4934.577669076717
BMW X3 xDrive20d AT Standard,31981.33714505403
Opel Astra 1.4 ECOTEC Turbo Enjoy,8621.603902973307
Nissan Juke 1.6L n-tec,11259.889367718108
Volvo XC 90 B5 D AWD Geartronic RDesign,36417.574850961646
BMW Seria 3 318d Touring Aut.,7098.135426734012
Volvo XC 60 T8 AWD Recharge Geartronic Inscription Expression,39449.46134404367
BMW Seria 7 745e,45322.05015303537
Toyota Aygo 1.0 VVY-I 5 usi X-cite,8329.821538319193
BMW X3 xDrive20d AT Luxury Line,33001.10722193282
Suzuki Vitara 1.6 4X4 Passion,10901.341942448485
BMW X3 xDrive20d Aut.,12702.489866402055
BMW Seria 3 320d xDrive GT Sport-Aut. Luxury Line,26829.94711027392
Mercedes-Benz SL AMG 43 AMG SPEEDSHIFT MCT 9G,99796.68874288313
BMW X6 xDrive40d AT MHEV,99012.44194845326
Ford Transit FT 300 M TDCi,11086.573364881035
Nissan Juke,20946.99970713428
Volkswagen Passat Variant 2.0 TDI (BlueMotion Technology) Comfortline,13276.447668571009
Ford C-Max,6448.3665955985125
Peugeot 3008,22096.56486196027
Fiat Doblo,10911.651295579175
Hyundai Sonata 2.0 CRDI Aut GLS PREMIUM,3557.3213680698464
Citroën C3 AIRCROSS 1.2 PureTech S&S BVM Feel,20786.892792256855
Porsche Macan S Diesel PDK,42211.68163436433
Dacia Logan 1.0 SCe Laureate,7431.980601363805
SsangYong Torres,33424.65707219511
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Luxury Premium,32612.37276889801
Dacia Jogger 5 locuri ECO-G 100 Expression,18237.082037610915
Kia Sportage,8602.798798249458
Opel Corsa 1.2i Easytronic Enjoy,2306.17317498814
Renault Master ENERGY dCi 145 L3H2 VA,14949.373746072515
Mercedes-Benz C,22693.35518586022
BMW X2 xDrive20d AT M Sport,28920.806814434836
Opel Vivaro,2536.1897082818678
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC,20370.571695599676
Seat Leon 1.5 TSI Xcellence,11924.434495594402
BMW Seria 3,9273.677538379856
Renault Scenic dCi 130 FAP Expression,3544.5217382476917
Dacia Duster 1.5 dCi 4x4 Prestige,8398.750593794684
Volkswagen Sharan,6250.742904837367
BMW Seria 7 730d xDrive,24899.555914427114
Opel Zafira 2.0 D (CDTI ecoFLEX) Start/Stop Active,14123.345716405176
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC,28298.132723591963
BMW Seria 5 520d,9702.97377374866
Lexus UX,22064.531445180066
Volkswagen Touran,4368.94835029815
Opel Grandland X 1.5 ecoTEC START/STOP Innovation,12294.415557160499
Volkswagen Golf GTI (BlueMotion Technology),23801.99819646369
Citroën Jumper,69513.41219009693
Mercedes-Benz EQS 450 4MATIC,114249.53676521583
Volvo XC 60,16512.095554557916
BMW X1 xDrive18d,9001.145840887964
Audi A6 Allroad 3.0 TDI Quattro S tronic,19986.19368378791
Dacia Duster ver-tce-125-4x2-prestige,11656.009049143375
Volkswagen Golf 1.4 TSI BlueMotion Technology DSG Highline,8809.73803806226
Mercedes-Benz E 220 d T-Modell Aut.,31516.850175413903
Mercedes-Benz C 180 CGI Automatik BlueEFFICIENCY Avantgarde,7767.546414526618
Mercedes-Benz GLK 220 CDI 4MATIC,8937.102111744136
Mercedes-Benz GLE Coupe 350 d 4MATIC,38172.87536550414
Opel Astra 1.6 TWINPORT ECOTEC Active Aut.,12479.871447405916
Mercedes-Benz C 200 (BlueTEC) d 7G-TRONIC AMG Line,18298.345566895456
Volkswagen Tiguan 2.0 TDI DPF DSG Comfortline,21493.60062935898
Volkswagen Golf 2.0 TDI Comfortline,5594.19484865737
Audi Q5 2.0 TDI Quattro S-Tronic,13440.910733618584
Smart Fortwo 60 kW electric drive,24572.400582344308
Fiat Punto,6820.246745026297
Lexus Seria NX 300h FWD Executive Plus Panorama,23820.180223241914
Land Rover Range Rover Sport 3.0 I TDV6 HSE Dynamic,46451.34371972645
Ford Focus 1.6 Ti-VCT Powershift Trend,10817.554017685126
Mercedes-Benz GLA 200 d 4MATIC Aut.,47909.82651959865
Volkswagen Passat Variant 1.4 TSI ACT DSG Comfortline,15674.077099365742
BMW X3 xDrive20d Aut. M Sport,26164.817007067402
Dacia Duster 1.5 dCi 4x4 Laureate,11864.787219815957
Renault Koleos Blue dCi X-Tronic 4WD Initiale Paris,26680.83222932652
Mercedes-Benz A 200 d Aut.,32938.24566655681
Audi A6 2.0 TDI DPF Multitronic Avant,9271.370803474669
Volkswagen Touareg,14496.493199072182
BMW X6 xDrive30d,25189.717042964225
Suzuki Swift 1.2 Dualjet 12V M-Hybrid Passion,11058.546360030763
Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,29318.334346686723
BMW Seria 5 520d MHEV,33481.32909341903
Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik Elegance,36598.58301269817
BMW X6 xDrive30d AT MHEV,98414.36845162314
BMW X3 2.0d,5985.389652766625
Audi A5 Sportback 2.0 TDI quattro S tronic,22322.136717738616
Mercedes-Benz GLA 200 (CDI) d 4Matic 7G-DCT,14958.272142621036
Lexus Seria IS 300h Executive Plus,27191.683600814384
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC AMG Line,39867.86826476383
BMW X5 xDrive40i AT MHEV,86081.30235366098
Mazda CX-5,10896.630673176816
Ford Kuga 2.5 Duratec PHEV ST Line,29078.96316487085
Porsche Cayenne E-Hybrid Tiptronic S,117685.73048004747
Volkswagen Passat Variant 2.0 TDI DSG (BlueMotion Technology) Comfortline,18438.699035260048
Jeep Grand Cherokee 3.0 TD AT Overland,45728.83011833848
Volkswagen Golf 1.6 TDI BMT Trendline,9818.159342289096
BMW Seria 7 750d xDrive,39321.41793517204
BMW Seria 1,4839.227584810941
Volkswagen Golf Variant 2.0 TDI SCR DSG Comfortline,14236.736650149409
Renault Megane ENERGY dCi 110 Start & Stop Bose Edition,6102.2785235742085
Mitsubishi Outlander,6973.821598435368
Chevrolet Captiva 2.0 4WD 7 Sitzer Automatik LT Exclusive,7252.472469789287
Nissan Qashqai 1.6 DCI Start/Stop 360,8448.367802533636
Audi A4,22822.741584929347
Mercedes-Benz A,33356.79933976307
Volkswagen Golf,10807.87036586179
Mercedes-Benz ML,23966.70469364864
Mercedes-Benz AMG,168397.1474636989
Mercedes-Benz CLA 180 7G-DCT AMG Line,23024.319174874512
Chevrolet Aveo,5261.929994514381
Renault Megane 1.5 dCi Dynamique,5201.838169307696
Volvo XC 90 B5 D AWD Geartronic Inscription,41943.541504824665
Kia Sportage,8079.380991991582
Peugeot 508 SW 2.0 BlueHDI FAP Allure,8748.300263574009
Audi A6 Allroad,8513.275366315973
Renault Grand Scenic 1.6 dCi Energy Privilege,7070.503394929427
Peugeot 3008 1.5 BlueHDI 130 EAT8 Active Pack,15274.714736181179
Mitsubishi ASX,12144.749759009772
Mercedes-Benz C 180 CDI Avantgarde Edition,8976.235836250795
Fiat 500 500e Hatchback,23508.10027905283
Porsche Cayenne Tiptronic S,62106.60901733519
Opel Meriva 1.4 ECOflex Start/Stop Active,8440.052120736647
Ford Focus 1.5 EcoBlue Start-Stopp-System Aut. ACTIVE DESIGN,13320.45710193185
MG ZS,25714.681983729344
Skoda Octavia 2.0 TDI DSG Laurin&Klement,17953.22479793507
Mercedes-Benz C 220 (BlueTEC) d T 7G-TRONIC Avantgarde,15370.11682683474
Volkswagen Passat 1.4 TSI BMT DSG Comfortline,11322.664678127781
Dacia Duster 1.5 dCi 4x4 Laureate,14425.484336617053
Mercedes-Benz GLA 200 4MATIC Aut.,44096.85325807678
Mitsubishi L200 Double Cab 2.2 DI-D M/T Intense,18727.67981208791
Volkswagen T-ROC 2.0 TDI 4Mot DSG Design,23855.638852735297
Mitsubishi ASX 1.8 DI-D 2WD Intense,11945.666150147632
BMW Seria 1 118i Aut. M Sport,19179.28602955476
Dacia Lodgy 1.5 Blue dCi Stepway,12165.751337777625
Audi SQ5 3.0 TDI quattro tiptronic,26639.454287835728
Toyota C-HR,23889.6001904192
BMW X3 xDrive20d AT xLine,17856.351378971416
Audi A3 Sportback 2.0 30 TDI S tronic S Line,29005.448945145443
Nissan Qashqai,19734.417164562976
"Ford Ranger 3,0 l EcoBlue Doppelkabine Autm. Wildtrak",61791.432812162035
Ford Raptor,52147.841340735984
Toyota Corolla Sedan 1.6 Business,12072.591187945423
Audi Q3 2.0 TDI Quattro Stronic Sport,26295.588563361332
Dacia Duster,9614.216750456972
Peugeot 508,11307.275941870254
Volkswagen Polo 2.0 TSI DSG GTI,27837.564084122947
Peugeot 2008 1.6 BlueHDi FAP,12008.445297166103
Audi A4 1.4 TFSI S tronic,16092.760475104507
Mercedes-Benz AMG,167595.47300370017
Dacia Logan MCV 0.9 TCe 90 CP Easy-R Prestige,8959.92487720213
Hyundai KONA,26203.474761671387
Audi Q8,57219.19372488225
Kia Optima 1.7 DSL 7DCT Classic,14949.948870849632
Ford Focus 1.0 EcoBoost MHEV Titanium,23431.562302339877
Volvo XC 90 B5 MHEV AWD 5 locuri Momentum Pro,38575.937354101894
Mercedes-Benz E 270 CDI Elegance,6384.032294076955
Land Rover Defender 110 3.0P 400 MHEV XS Edition,102247.59022655121
Volkswagen Passat,7297.2811729916475
Honda Civic,44762.84314076833
Opel Astra 1.4 ECOTEC Enjoy,4373.370997297789
Skoda Scala 1.0 TSI Ambition,9851.929598547014
Hyundai IONIQ Plug-In Hybrid 1.6 141CP Exclusive,19062.32941717448
Ford Edge,18378.53405472469
Lamborghini URUS Standard,261446.90702098803
Mercedes-Benz C,15921.795556841433
Porsche Cayenne Coupe E-Hybrid Tiptronic S,117896.15789375496
Dacia Sandero 1.2 16V,3936.295842000965
BMW X1 xDrive18d Aut. xLine,12983.399982485525
Hyundai I30,4157.4379206857975
Toyota Corolla Sedan 1.8 HSD Dynamic,18425.452593213904
Mercedes-Benz Vito 116 CDI MIX / L RWD,25353.706596317083
Dacia Sandero Stepway 0.9 TCe Ambiance,8668.616033565
"Dacia Duster 1.5 Blue dCi 4WD Prestige jante 17""",14820.937075628159
Audi Q8 3.0 55 TFSI quattro Tiptronic,88773.20734853402
Renault Kadjar BLUE dCi 115 EDC LIMITED,16581.002456340375
BMW Seria 5 520d,10647.370973078238
Volkswagen Passat Variant 2.0 TDI Sportline Aut,5631.750171375442
Volkswagen Passat CC 1.8 TSI,5649.969361804033
Audi A8 50 TDI quattro tiptronic,42510.06263535537
Kia Niro 1.6 GDI 2WD Aut. Spirit,16267.88657654687
Skoda Fabia 1.2 HTP Classic,4668.554523175751
Ford C-Max 2.0 TDCi DPF Powershift Trend,8996.356700858247
Audi A4 2.0 TDI S tronic,20945.07097169337
BMW Seria 5 520d,9281.681257201224
Dacia Duster,13574.214521338083
Dacia Duster Blue dCi 115 4WD Comfort,15642.915497695576
Dacia Duster,11095.610189609379
BMW X7 xDrive40i,72561.7759741068
Ford Mustang Mach-E AWD Extended Range 258 kW Premium,65870.76865709605
BMW X3 xDrive20d,18713.24487074853
Audi A5,45646.42250237497
Audi A6 Allroad,9343.073590442435
Nissan Qashqai 1.5 dCi DCT TEKNA,18391.161195709003
Ford Mondeo Vignale 2.0 Hybrid,18360.755028429863
BMW Seria 5 520d,11193.128884435542
Ford Focus,4579.050859884054
Volkswagen Golf 1.0 TSI Trendline,11166.120585284012
Mercedes-Benz E,22532.69069957322
Nissan Qashqai 2.0 DCI Tekna,7933.527802661461
Land Rover Range Rover Evoque 1.5 P300 PHEV SE,129547.38212396258
Opel Meriva 1.4 Active,4625.426501018135
Skoda Fabia 1.0 TSI Ambition,9126.041087381214
Mercedes-Benz A 250 e Aut.,38592.639164952736
Porsche Cayenne 3.0 L,32849.42884378783
Land Rover Range Rover Sport 2.0 L PHEV HSE Dynamic,44378.67410397708
BMW X4 xDrive20d Aut. M Sport,17630.21190553168
BMW X1 xDrive25d Aut. Sport Line,17707.158500963953
Mercedes-Benz CLA 200 MHEV Coupe,49255.65459132754
Audi A6 2.0 TDI DPF multitronic,11979.904067020692
Mercedes-Benz GLC 200 d 4Matic 9G-TRONIC,26190.46408188491
BMW X4,32537.371252503974
Nissan Juke 1.2 DIG-T Edition,11668.7314369018
BMW Seria 5 520d Aut. Luxury Line,23068.08810890978
BMW Seria 4 420d Gran Coupe xDrive Aut.,38934.48556517086
Toyota Corolla 1.6 Sdn. M/M Luna,4470.639307062034
Renault Kadjar 1.5 DCI EDC Intens,16099.293656333963
Mercedes-Benz ML 320 CDI Aut,7266.334024491001
Honda CR-V 2.2i DTEC 4WD Executive,9860.562952012211
Opel Mokka e-GS-Line,33263.09686477763
